-3.786497001046760236e+00,-2.888529248923345172e+00,-9.550739444906911624e-01,-1.900113583580369081e+01,-6.164986165983080468e+00,-1.324173379121983274e+01,-6.602215039346563508e+00,-2.385000010622677635e+00,-1.300347544432750801e+01,0.000000000000000000e+00,-6.483522442416131071e+00,-5.765175209779053844e+00,-1.360185320097349226e+01,-1.391011858280052493e+01,-8.276369589803989513e+00,-2.955384742280519061e-01,-6.846495868841490307e+00,-3.779717377254178245e+01,-1.767206934784333328e+01,-1.192533157863068993e+01,-1.787398072869048704e+01,-2.226585067712245802e+01,-2.105512661531052032e+01,-1.388260196234164034e+01,-5.605038612770268713e+00
1.756651092715001425e+02,4.232006398611977716e+01,4.757258005611225826e+01,3.034315061459699905e+02,1.241817296460844204e+02,-6.447056223449506263e+01,2.463079926973585430e+02,2.804998600409188025e+00,1.342321633298025461e+02,0.000000000000000000e+00,-1.083099651393088578e+02,1.359326725150739321e+02,1.504302997310444709e+02,2.957440010480140131e+02,2.779730493301922252e+02,6.851784444319817169e+01,1.134694925504144969e-01,5.966355630770889320e+02,4.975653756697973904e+02,2.883921133145364593e+02,5.882066147165362509e+02,-1.847436451348325761e+02,5.623357787224561122e+01,2.819887561163186547e+02,1.463359601689328429e+02
1.446836168063161949e+02,2.370161158304484417e+01,3.687236081374567931e+01,2.349466089496337418e+02,9.393677316108455955e+01,9.061256110765003768e+01,1.351051568936210003e+02,5.419998546481339829e+00,1.801507083691647608e+02,0.000000000000000000e+00,4.415392392498616658e+01,8.430677495361922524e+01,2.046843299595109329e+02,2.584906614673669196e+02,2.364069559128834612e+02,1.881122899856870490e+01,1.428063414035932510e+02,2.928480381880449386e+02,4.459430836562475520e+02,2.663935072861104345e+02,1.622307426583285519e+02,2.177176009607505023e+02,1.398808621506555028e+02,3.358350097081030867e+02,1.428608800347499255e+02
6.933207259840575887e+01,5.357731014981312967e+01,3.676213477565535470e+01,2.523579338865021953e+02,1.051918314175057532e+02,1.507560804237828620e+02,1.263278163738120980e+02,-1.637000148555498669e+01,1.475120937275241602e+02,0.000000000000000000e+00,2.590464439177977596e+01,7.004610418641200908e+01,2.670116612842130053e+02,3.225661464824937639e+02,1.739771700742206235e+02,3.976299818231226624e+01,1.686127255465852386e+02,4.672659561073074315e+02,3.274256922658455551e+02,2.239819845140039263e+02,2.957889864447152490e+02,2.100047206490312135e+02,1.899778390623132225e+02,2.517918303741229522e+02,1.665008315605467146e+02
2.296403407669154362e+01,6.673882560676364051e+01,4.115698580201338785e+01,3.642517983135425084e+02,1.416018600728468471e+02,1.478641708040407821e+02,1.548739973749186731e+02,2.346499846059556305e+01,3.307000661514698550e+02,0.000000000000000000e+00,1.156956070996489672e+01,1.065353613871702549e+02,3.084938095460654495e+02,3.269178317478451277e+02,1.446928724535726474e+02,5.703761349112023993e+01,1.465966671496847198e+02,2.908459197673494714e+02,3.779868479586030503e+02,2.183893353243925048e+02,5.014432591030467989e+01,2.490061774196696831e+02,2.013389651317025084e+02,2.254268836219357013e+02,1.942106544426399353e+02
4.467583124844431097e+00,1.532565107547561389e+01,4.104190443581946823e+01,3.285893924201955656e+02,1.228918741369885623e+02,1.919460649966741812e+02,1.137652523548465666e+02,2.162499842834028030e+01,2.577908198751047166e+02,0.000000000000000000e+00,-2.750630648488441921e+01,6.820382219269669122e+01,2.414906199182758542e+02,2.560243530141277688e+02,8.056361554975164552e+01,7.981722877497584534e+01,9.143347612915272293e+01,2.425821871280649873e+02,2.553081156068112136e+02,1.501573836119347902e+02,-1.515527644812115504e+01,1.425626138176157554e+02,1.215863432721683068e+02,-4.697365581201776052e+00,6.491523463452888620e+01
1.151613213601297936e+01,4.450316709994393705e+01,3.053182300487384992e+01,3.523565498861292440e+02,7.891190295885600392e+01,1.943124459480531243e+02,9.326404969970221259e+01,2.513999840847623091e+01,2.200929041806217015e+02,0.000000000000000000e+00,3.937106139757943879e+01,6.797444588017175704e+01,2.671575922247546941e+02,1.986845760188693646e+02,7.713515583236976170e+01,6.180738253033675988e+01,6.072650638314292593e+01,2.273741175529544307e+02,1.726715318819785807e+02,9.260341975939631709e+01,-3.431333468824870891e+01,2.163064092577102144e+02,1.334752589356822625e+02,-1.172379289271168119e+02,9.645988706588796902e+01
2.806184081664822028e+00,8.458273398228506323e+01,2.668674876358132053e+01,3.198124460927989503e+02,6.286691736010353537e+01,2.515399893451698006e+02,1.304474868579567044e+02,1.535999839984350679e+01,2.529522467704711630e+02,0.000000000000000000e+00,-1.268666752270474163e+01,1.561789495107883852e+02,2.405591120056791965e+02,1.565191088112076159e+02,8.314252780343967686e+01,5.210915169701086569e+01,5.851753046088160204e+01,3.582063151799401908e+02,1.253238995861301248e+02,9.271283888843080945e+01,1.313716825640560444e+02,4.020596330439380495e+02,2.102007640200026515e+02,-6.507113313409556099e+01,9.519957608789579240e+01
7.846228769452952001e+00,8.138604028075317842e+01,2.052674482338925088e+01,2.908937572774836440e+02,3.431693309682103887e+01,2.305128122177340799e+02,8.689330957740726546e+01,4.549998379945455973e+00,3.316850866459208191e+02,0.000000000000000000e+00,-7.476111486917963589e+01,1.702273939326759375e+02,1.851412114590175975e+02,1.453232708099796469e+02,4.908989724579626568e+01,3.366699782384566220e+01,4.315382845906491838e+01,7.457648546167519044e+01,1.110166109048442848e+02,3.840615775250236652e+01,1.888115601854707108e+02,3.404545948015315844e+02,1.859959917354819936e+02,4.703154096323749478e+00,8.449926023458716884e+01
-4.130264023148245478e+00,5.554888986024198516e+01,2.123667054972057144e+01,2.079105258760973811e+02,9.936932792452656926e+00,1.540398933652576261e+02,1.122197217042088653e+02,6.749998338368067508e+00,1.447082174614087080e+02,0.000000000000000000e+00,-1.133502014339042461e+02,8.134355338292441218e+01,1.796429331385805881e+02,1.008278788490079307e+02,1.524912272875732100e+01,6.909208654853629117e-01,6.310662339059881276e+01,2.193490426480187807e+02,1.057191510644789503e+02,9.000594715485433994e+01,2.876013435501395747e+02,2.560576975768399279e+02,2.364166181992075266e+01,7.515872387390402309e+01,6.102901864284198297e+01
